TARGET,Id
low,4406
low,38794
low,48231
low,5846
low,26202
low,35323
low,35445
low,3385
low,43368
low,22708
low,28173
low,1156
low,28571
low,37824
low,1432
low,38787
low,2271
low,22041
low,29244
low,34399
low,40372
low,42563
low,49185
low,18674
low,11065
low,48494
low,29010
low,40331
low,18409
low,35548
low,15637
low,15019
low,48981
low,25832
low,36881
low,15393
low,30002
low,30674
low,6528
low,25324
low,2901
low,26226
low,32799
low,26337
low,46025
low,14163
low,45653
low,3021
low,6925
low,46860
low,21717
low,42843
low,20517
low,37389
low,10997
low,40345
low,46466
low,14600
low,17816
low,19883
low,32893
low,3490
low,48877
low,10285
low,23758
low,42455
low,40999
low,30076
low,16455
low,27950
low,34925
low,31952
low,10993
low,44512
low,45460
low,35373
low,11095
low,2708
low,9482
low,34940
low,47060
low,34120
low,18912
low,2013
low,6524
low,19959
low,37228
low,29959
low,2424
low,21465
low,33623
low,2798
low,44776
medium,34373
low,7720
low,5348
low,18439
low,6709
low,20236
low,44557
low,45575
low,37555
low,34683
low,14019
low,18747
low,10975
low,37729
low,36347
low,36327
low,22963
low,22894
low,13946
low,29909
low,8745
low,37446
low,2789
low,1487
low,2399
low,16594
low,4678
low,18969
low,29350
low,7855
low,11516
low,45146
low,45260
low,18269
low,3249
low,28911
low,45939
low,6626
low,26797
low,41858
low,25938
low,14873
low,12771
low,17444
low,16257
low,17090
low,1593
low,46914
low,37627
low,37091
low,14143
low,14689
low,27305
low,45353
low,17918
low,45461
low,7921
low,31644
low,22602
low,18038
low,46007
low,15116
low,3105
low,22043
low,6662
low,41070
low,40576
low,21921
low,6786
low,47732
low,30148
low,21119
low,1472
low,16468
low,32349
low,44919
low,514
low,39275
low,39840
low,7695
low,17178
low,8693
low,39516
low,12323
low,23921
low,37284
low,15884
low,24962
low,17514
low,11365
low,27848
low,30961
low,24933
low,12763
low,4223
low,10673
low,49039
low,20936
low,18095
low,6692
low,14821
low,23396
low,47338
low,6225
low,32351
low,3298
low,29725
low,25158
low,10491
low,4963
low,37122
low,14626
low,19907
low,19685
low,4670
low,48175
low,14699
low,2353
low,18304
low,16091
low,13880
low,24073
low,17307
low,1324
low,39659
low,36240
low,46383
low,26980
low,13431
medium,39827
low,38982
low,3976
low,33989
low,10666
low,10185
low,22294
low,41171
low,28476
low,33799
low,14779
low,35261
low,29108
low,15313
low,8660
low,46472
low,20849
low,31158
low,44753
low,5106
low,5396
low,10465
low,29656
low,47118
low,3150
low,6190
low,29181
low,46162
low,40102
low,34525
low,16564
low,23524
low,43928
low,26193
low,36835
low,13708
low,41134
low,35890
low,5758
low,41899
low,42994
low,11332
low,7026
low,12235
low,46086
low,29843
low,20145
low,30244
low,1446
low,42630
low,39233
low,3120
low,25502
low,3900
low,21128
low,998
low,37612
low,40649
low,28403
low,24551
low,35926
low,2423
low,41057
low,5050
low,24440
low,40106
low,5085
low,9675
low,22453
low,171
low,37629
low,4064
low,4926
low,3054
medium,18181
low,15487
low,23108
low,18395
low,6783
low,48601
low,5943
low,46922
low,4672
low,23325
low,48717
low,1648
low,24199
low,42942
low,17468
low,2252
low,35836
low,40899
low,15617
low,18924
low,9827
low,3024
low,32363
low,9552
low,21373
low,31386
low,6571
low,49015
low,3682
low,35321
low,9071
low,37003
low,42025
low,39441
low,12416
low,2510
low,5909
low,35903
low,45432
low,21016
low,49227
low,8519
low,12475
low,40440
low,8804
low,5531
low,37461
low,23837
low,38241
low,35027
low,27421
low,31205
low,32938
low,42659
low,6355
low,29054
low,19078
low,28876
low,24879
low,20654
low,16201
low,33142
low,4946
low,15926
low,45546
low,29802
low,18314
low,36531
low,408
low,2097
low,38529
low,30561
low,14915
low,23300
low,32562
low,17646
low,29308
low,3679
low,20115
low,8877
low,18413
low,7491
low,42979
low,8698
low,15454
low,27545
low,22087
low,21642
low,15557
low,38395
low,36961
low,5645
low,39749
low,10606
low,44824
low,36014
low,6590
low,46750
low,14984
low,12351
low,11005
low,21027
low,8898
low,5914
low,4318
low,39620
low,27255
low,3437
low,39906
low,30526
low,46612
low,23298
low,16248
low,32436
low,15192
low,16178
low,27370
low,27501
low,8912
low,39395
low,10122
low,28482
low,36489
low,32501
low,46313
low,48207
low,9741
low,36487
low,20098
low,11878
low,19515
low,45428
low,1803
low,13371
low,35032
low,40989
low,14259
low,30871
low,33746
low,31057
low,30666
low,20595
low,26247
low,41811
low,41855
low,11584
low,19695
low,43534
low,28045
low,9925
low,39547
low,26627
low,22812
low,21839
low,7632
low,19366
low,33109
low,43999
low,36160
low,28907
low,19329
low,7263
low,14968
low,27959
low,1411
low,9505
low,10547
low,5415
low,12629
low,48894
low,32458
low,3226
low,24255
low,17811
low,26407
low,43390
low,9270
low,3920
low,34303
low,18493
low,22401
low,38812
low,2099
low,12894
low,7529
low,24944
low,22395
low,49066
low,48975
low,8194
low,17550
low,22932
low,26595
low,35433
low,42510
low,44985
low,45259
low,39323
low,27878
low,9480
low,27750
low,21679
low,23408
low,37550
low,1984
low,18130
low,45866
low,616
low,1145
low,7879
low,32039
low,15415
low,29728
low,34222
low,22705
low,40354
low,15064
low,44874
low,25473
low,10566
low,48426
low,5935
low,27164
low,35936
low,47761
low,12318
low,40903
low,22958
low,9178
low,27691
low,46946
low,8807
low,40489
low,12987
low,1079
low,44627
low,43078
low,11893
low,12708
low,21622
low,15803
low,35875
low,18044
low,743
low,13167
low,35937
low,12918
low,36113
low,29094
low,45419
low,569
low,10236
low,43250
low,22752
low,41189
low,7705
low,40082
low,20630
low,41434
low,34673
low,18445
low,35404
low,13922
low,36493
low,12199
low,26984
low,32459
low,20292
low,38197
low,20723
low,48230
low,105
low,3424
low,31519
low,22082
low,20027
low,22543
low,44123
low,1496
low,46243
low,37663
low,4445
low,47102
low,39957
low,40747
low,11281
low,16066
low,1040
low,32310
low,17375
low,4876
low,15624
low,48281
low,12647
low,8124
low,19228
low,13999
low,23114
low,31899
low,18359
low,44592
low,47982
low,1355
low,45006
low,36929
low,21945
low,40475
low,37945
low,2183
low,6471
low,35844
low,38513
low,11594
low,1371
low,30852
low,5482
low,40553
low,14635
low,43096
low,46318
low,33469
low,15324
low,29825
low,7881
low,33798
low,47267
low,19485
low,7055
low,31209
low,3335
low,12487
low,16528
low,11283
low,33854
low,17139
low,19170
low,29070
low,17489
low,2308
low,43512
low,36145
low,6135
low,44055
low,1350
low,40105
low,45393
low,13106
low,651
low,24587
low,19465
low,18157
low,32679
low,45616
low,14994
low,29752
low,26976
low,16902
low,14369
low,36622
low,13526
low,7732
low,1532
low,48743
low,40461
low,48218
low,36089
low,24392
low,27934
low,31999
low,16451
low,1178
low,3843
low,20405
low,28787
low,44389
low,47452
low,40329
low,20531
low,47920
low,16875
low,17549
low,30480
low,26342
low,18195
low,7821
low,4259
low,23693
low,45803
low,6428
low,29217
low,7151
low,29773
low,29946
low,39818
low,26096
low,47680
low,39138
low,14943
low,46848
low,43098
low,15001
low,1857
low,9150
low,33105
low,24170
low,32219
low,36541
low,35528
low,17686
low,18908
low,26576
low,2530
low,13261
low,41968
low,25303
low,25440
low,9130
low,35506
low,46619
low,1902
low,38545
low,9762
low,45248
low,11109
low,32307
low,22103
low,28158
low,39556
low,49128
low,43874
low,9729
low,35757
low,44008
low,46396
low,46858
low,46644
low,308
low,40424
low,16842
low,22882
low,26618
low,1950
low,18249
low,7355
low,47327
low,11724
low,9928
low,47789
low,22538
low,31232
low,35004
low,14205
low,16036
low,27431
low,9679
low,9338
low,28175
low,26527
low,37591
low,4918
low,13734
low,31688
low,28194
low,21331
low,10793
low,11066
low,34480
low,45343
low,13147
low,31015
low,13705
low,47890
low,37442
low,46522
low,28011
low,6113
low,24222
low,42316
low,25560
low,30028
low,28349
low,10422
low,15750
low,39797
low,12999
low,11340
low,34181
low,31095
low,31446
low,19628
low,17755
low,1727
low,39592
low,47072
low,46008
low,47270
low,4370
low,11776
low,14078
low,35845
low,38061
low,43983
low,15566
low,8586
low,48727
low,14914
low,47312
low,16964
low,8940
low,33563
low,33591
low,16826
low,34675
low,34315
low,7277
low,27697
low,43005
low,9315
low,3071
low,7051
low,28738
low,37226
low,37991
low,20673
low,128
low,34701
low,38646
low,7194
low,23778
low,18470
low,40844
low,15163
low,8649
low,37819
low,21138
low,7630
low,14089
low,41111
low,16482
low,9296
low,29155
medium,46006
low,17222
low,41009
low,28684
low,25145
low,7999
low,12794
low,19309
low,44124
low,40043
low,36081
low,14235
low,19572
low,36011
low,21655
low,28393
low,29840
low,12773
low,39517
low,22228
low,19876
low,21351
low,24204
low,38740
low,15971
low,560
low,26049
low,10127
low,24504
low,10874
low,3381
low,13359
low,44725
low,18932
low,15413
low,17493
low,35042
low,7486
low,11315
low,48136
low,1142
low,24681
low,3668
low,9790
low,24651
low,23294
low,26701
low,28161
low,32407
low,12877
low,22707
low,4764
low,6073
low,36886
low,7567
low,10382
low,27920
low,48669
low,22480
low,12151
low,12944
low,14049
low,4338
low,13675
low,42314
low,12631
low,30196
low,14806
low,28188
low,2070
low,40312
low,49201
low,8795
low,36399
low,21914
low,28533
low,34169
low,10318
low,15918
low,13521
low,46633
low,44664
low,7431
low,30565
low,47949
low,21573
low,38682
low,48122
low,30818
low,6870
low,35983
low,27332
low,27467
low,1743
low,11685
low,34702
low,18128
low,30082
low,47114
medium,6522
low,48949
low,22653
low,43550
low,16044
low,4730
low,17516
low,48342
low,35578
low,736
low,38210
low,26376
low,38565
low,34644
low,38465
low,39705
low,11312
low,43009
low,32503
low,34259
low,38730
low,31411
low,41860
low,24049
low,18625
low,44143
low,33876
low,21054
low,39342
low,31915
low,1965
low,15754
low,19830
low,18552
low,1682
low,22974
low,34711
low,15629
low,2617
low,33616
low,28251
low,5082
low,46753
low,45813
low,8181
low,12397
low,24835
low,44570
low,29748
low,2295
low,21579
low,21008
low,13131
low,20019
low,29631
low,1259
low,13610
low,29021
low,36083
low,27614
low,20011
low,37671
low,33902
low,15141
low,10283
low,28062
low,11098
low,19560
low,14967
low,23476
low,1365
low,8499
low,36401
low,24959
low,12280
low,18698
low,38073
low,15532
low,35623
low,7404
low,10818
low,48840
low,26943
low,25104
low,10678
low,30699
low,42263
low,25904
low,28624
low,42745
low,39311
low,11741
low,42017
low,26108
low,47992
low,30318
low,29358
low,11850
low,13101
low,25249
low,42228
low,22261
low,28618
low,11523
low,29760
low,31755
low,49207
low,33511
low,40921
low,2305
low,42619
low,31556
low,10152
low,47550
low,20917
low,49188
low,43507
low,9281
low,6577
low,39883
low,44885
low,6856
low,2141
low,40186
low,6487
low,41575
low,30036
low,27404
low,43239
low,40956
low,26405
low,16309
low,37159
low,25788
low,36871
low,42185
low,3405
low,30909
low,29067
low,7692
low,28562
low,24687
low,8624
low,2801
low,46663
low,35716
low,1799
low,22531
low,16566
low,40081
low,33811
low,38018
low,15663
low,32577
low,42785
low,33110
low,3851
low,28485
low,25924
medium,4232
low,11359
low,10591
low,15710
low,16081
low,5389
low,17271
low,46252
low,41674
low,25155
low,39606
low,18542
low,43443
low,41605
low,18954
low,5796
low,32842
low,2606
low,10770
low,36002
low,12977
low,24366
low,10014
low,28766
low,1775
low,14607
low,21049
low,2874
low,15647
low,48480
low,13166
low,39901
low,49327
low,3887
low,140
low,26542
low,42391
low,22744
low,43041
low,44340
low,3330
low,13571
low,42457
low,31955
low,32936
low,39555
low,48739
low,1255
low,15592
low,13339
low,5586
low,39293
low,1866
low,37339
low,684
low,9924
low,15502
low,45229
low,42669
low,5550
low,49278
low,22163
low,2564
low,40849
low,7572
low,42608
low,27182
low,43485
low,2087
low,16838
low,16389
low,15594
low,21190
low,33272
low,49231
low,8275
low,24124
low,34250
low,22966
low,7038
low,37543
low,47215
low,10938
low,38074
low,17124
low,40288
low,33255
low,37811
low,20089
low,14799
low,2293
low,18671
low,7110
low,18828
low,7858
low,10019
low,22409
low,19881
low,7308
low,43226
low,45082
low,48533
low,571
low,33224
low,18313
low,41103
low,29182
low,30914
low,8632
low,43852
low,19408
low,1457
low,49042
low,48464
low,36791
low,22923
low,3418
low,4882
low,10414
low,27180
low,20350
low,10070
low,35989
low,14655
low,39431
low,4980
low,29264
low,11982
low,20121
low,9486
low,26190
low,25189
low,16896
low,44615
low,31965
low,46913
low,10162
low,16377
low,1033
low,16939
low,30238
low,19957
low,14746
low,6827
low,6803
low,16171
low,44711
low,5864
low,14314
low,23232
low,13986
low,16318
low,38387
low,3472
low,47897
low,3723
low,39146
low,42603
low,35534
low,46233
low,45816
low,48054
low,37290
low,42334
low,46443
low,19288
low,18335
low,33574
low,23537
low,245
low,20056
low,29957
low,17091
low,47023
low,21724
low,592
low,41711
low,31467
low,16821
low,7427
low,47783
low,8876
low,9310
low,25225
low,41788
low,826
low,21187
low,37394
low,42186
low,32868
low,43532
low,1031
low,40388
low,940
low,37750
low,12148
low,3780
low,6298
low,46123
low,19660
low,35891
low,19877
low,11200
low,21408
low,42193
low,2196
low,25053
low,40694
low,48006
low,11083
low,3097
low,27124
low,45061
low,20884
low,24851
low,32838
low,28040
low,13890
low,18297
low,10054
low,15927
low,9408
low,19188
low,4931
low,15888
medium,29399
low,46690
low,23256
low,48898
low,44659
low,21647
low,2127
low,9257
low,43719
low,35560
low,20519
low,40866
low,46035
low,16341
low,26237
low,25941
low,9161
low,25907
low,41966
low,42484
low,40074
low,35542
low,21481
low,7964
low,37211
low,22961
low,39406
medium,30493
low,19
low,186
low,46258
low,37644
low,13927
low,5411
low,45328
low,6440
low,5216
low,4082
low,16093
low,36131
low,40391
low,12806
medium,6103
low,48531
low,45822
low,21963
low,28044
low,12300
low,25395
low,27940
low,20692
low,11752
low,15471
low,14319
low,46572
low,18670
low,24361
low,26838
low,8602
low,7492
low,39135
low,4309
low,15506
low,46446
low,15412
low,48225
low,42093
low,44979
low,17762
low,11325
low,22960
low,15057
low,47478
low,26749
low,40199
low,15403
low,10330
low,17010
low,9759
low,21372
low,26563
low,10536
low,48105
low,13295
low,28841
low,48164
low,925
low,40392
low,2280
low,35819
low,32763
low,678
low,37225
low,19599
low,38924
low,36023
low,10602
low,4065
low,29352
low,21280
low,22027
low,3467
low,3532
low,3525
low,24498
low,123
low,15947
low,14047
low,32614
low,14748
low,33871
low,2462
low,39563
low,13366
low,31475
low,41559
low,44935
low,14979
low,18241
low,13110
low,42238
low,33171
low,24761
low,5380
low,17856
low,30913
low,23434
low,32052
low,31573
low,25869
medium,27917
low,27984
low,398
low,15286
low,35154
low,20445
low,3049
low,20222
low,25479
low,11987
low,31438
low,29623
low,33383
low,19289
low,35132
low,254
low,20859
low,18487
low,27442
low,16056
low,42945
low,3507
low,7717
low,20295
low,6545
low,22135
low,30382
low,31724
low,17393
low,30241
low,42814
low,6258
low,40065
low,9768
low,5947
low,25304
low,30824
low,16541
low,29644
low,40369
low,30214
low,41641
low,38563
low,17774
low,37891
low,31062
low,17295
low,7687
low,37714
low,27044
low,47640
low,8031
low,34229
low,38758
low,37127
low,7750
low,16699
low,32729
low,25791
low,28252
low,33901
low,23823
low,35082
low,1831
low,42432
low,37506
low,41997
low,5437
low,5979
low,23390
low,35927
low,268
low,26062
low,18518
low,971
low,6774
low,13128
low,29348
low,35460
low,24917
low,12778
low,43702
low,37616
low,24021
low,32189
low,12168
low,12859
low,15544
low,1182
low,26455
low,42087
low,45776
low,2970
medium,12511
low,35311
low,27793
low,48610
low,11730
low,3149
low,13622
low,39349
low,30489
low,37421
low,15385
low,49027
low,34394
low,36608
low,19324
low,13891
low,28965
low,25057
low,22933
low,11103
low,3401
low,47089
low,14752
low,6326
low,21003
low,17684
low,42309
low,27754
